# Audiofrog official car-audio target curve (Andy Wehmeyer, 2024 revision)
# Source: audiofrog.com target curve download (OSM hi-res version), fetched 2026-08-30
# 8191 points, 2.93-23997 Hz linear grid, dB values not normalized
3580.08,-3.23151
3583.01,-3.23343
3585.94,-3.23536
3588.87,-3.23728
3591.8,-3.2392
3594.73,-3.24112
3597.66,-3.24303
3600.59,-3.24494
3603.52,-3.24685
3606.45,-3.24876
3609.38,-3.25067
3612.3,-3.25258
3615.23,-3.25448
3618.16,-3.25639
3621.09,-3.25829
3624.02,-3.26018
3626.95,-3.26208
3629.88,-3.26398
3632.81,-3.26587
3635.74,-3.26776
3638.67,-3.26965
3641.6,-3.27153
3644.53,-3.27342
3647.46,-3.2753
3650.39,-3.27718
3653.32,-3.27906
3656.25,-3.28094
3659.18,-3.28282
3662.11,-3.28469
3665.04,-3.28656
3667.97,-3.28843
3670.9,-3.2903
3673.83,-3.29217
3676.76,-3.29403
3679.69,-3.29589
3682.62,-3.29775
3685.55,-3.29962
3688.48,-3.30147
3691.41,-3.30332
3694.34,-3.30518
3697.27,-3.30703
3700.2,-3.30888
3703.13,-3.31073
3706.05,-3.31257
3708.98,-3.31442
3711.91,-3.31626
3714.84,-3.3181
3717.77,-3.31994
3720.7,-3.32178
3723.63,-3.32362
3726.56,-3.32545
3729.49,-3.32728
3732.42,-3.32911
3735.35,-3.33094
3738.28,-3.33276
3741.21,-3.33459
3744.14,-3.33641
3747.07,-3.33823
3750,-3.34005
3752.93,-3.34187
3755.86,-3.34368
3758.79,-3.3455
3761.72,-3.34731
3764.65,-3.34912
3767.58,-3.35093
3770.51,-3.35273
3773.44,-3.35454
3776.37,-3.35634
3779.3,-3.35814
3782.23,-3.35994
3785.16,-3.36174
3788.09,-3.36354
3791.02,-3.36533
3793.95,-3.36712
3796.88,-3.36891
3799.8,-3.3707
3802.73,-3.37249
3805.66,-3.37428
3808.59,-3.37606
3811.52,-3.37784
3814.45,-3.37962
3817.38,-3.3814
3820.31,-3.38317
3823.24,-3.38495
3826.17,-3.38672
3829.1,-3.3885
3832.03,-3.39027
3834.96,-3.39204
3837.89,-3.3938
3840.82,-3.39557
3843.75,-3.39733
3846.68,-3.39909
3849.61,-3.40085
3852.54,-3.40261
3855.47,-3.40437
3858.4,-3.40612
3861.33,-3.40787
3864.26,-3.40962
3867.19,-3.41137
3870.12,-3.41312
3873.05,-3.41487
3875.98,-3.41661
3878.91,-3.41835
3881.84,-3.4201
3884.77,-3.42184
3887.7,-3.42357
3890.63,-3.42531
3893.55,-3.42705
3896.48,-3.42878
3899.41,-3.43051
3902.34,-3.43224
3905.27,-3.43397
3908.2,-3.43569
3911.13,-3.43742
3914.06,-3.43914
3916.99,-3.44086
3919.92,-3.44258
3922.85,-3.4443
3925.78,-3.44602
3928.71,-3.44773
3931.64,-3.44944
3934.57,-3.45115
3937.5,-3.45287
3940.43,-3.45458
3943.36,-3.45628
3946.29,-3.45799
3949.22,-3.45969
3952.15,-3.46139
3955.08,-3.46309
3958.01,-3.46479
3960.94,-3.46649
3963.87,-3.46818
3966.8,-3.46988
3969.73,-3.47157
3972.66,-3.47326
3975.59,-3.47495
3978.52,-3.47664
3981.45,-3.47832
3984.38,-3.48001
3987.3,-3.48169
3990.23,-3.48337
3993.16,-3.48505
3996.09,-3.48673
3999.02,-3.48841
4001.95,-3.49008
4004.88,-3.49176
4007.81,-3.49343
4010.74,-3.4951
4013.67,-3.49676
4016.6,-3.49843
4019.53,-3.5001
4022.46,-3.50176
4025.39,-3.50342
4028.32,-3.50508
4031.25,-3.50674
4034.18,-3.5084
4037.11,-3.51006
4040.04,-3.51171
4042.97,-3.51336
4045.9,-3.51502
4048.83,-3.51667
4051.76,-3.51831
4054.69,-3.51996
4057.62,-3.52161
4060.55,-3.52325
4063.48,-3.5249
4066.41,-3.52653
4069.34,-3.52817
4072.27,-3.52981
4075.2,-3.53145
4078.13,-3.53308
4081.05,-3.53472
4083.98,-3.53635
4086.91,-3.53798
4089.84,-3.53961
4092.77,-3.54124
4095.7,-3.54286
4098.63,-3.54449
4101.56,-3.54611
4104.49,-3.54773
4107.42,-3.54935
4110.35,-3.55097
4113.28,-3.55259
4116.21,-3.5542
4119.14,-3.55582
4122.07,-3.55743
4125,-3.55904
4127.93,-3.56065
4130.86,-3.56226
4133.79,-3.56387
4136.72,-3.56547
4139.65,-3.56708
4142.58,-3.56868
4145.51,-3.57028
4148.44,-3.57188
4151.37,-3.57347
4154.3,-3.57507
4157.23,-3.57667
4160.16,-3.57826
4163.09,-3.57985
4166.02,-3.58145
4168.95,-3.58303
4171.88,-3.58462
4174.8,-3.58621
4177.73,-3.58779
4180.66,-3.58938
4183.59,-3.59096
4186.52,-3.59254
4189.45,-3.59412
4192.38,-3.5957
4195.31,-3.59727
4198.24,-3.59885
4201.17,-3.60042
4204.1,-3.60199
4207.03,-3.60357
4209.96,-3.60514
4212.89,-3.60671
4215.82,-3.60827
4218.75,-3.60984
4221.68,-3.6114
4224.61,-3.61296
4227.54,-3.61452
4230.47,-3.61609
4233.4,-3.61764
4236.33,-3.6192
4239.26,-3.62076
4242.19,-3.62231
4245.12,-3.62386
4248.05,-3.62541
4250.98,-3.62696
4253.91,-3.62851
4256.84,-3.63006
4259.77,-3.63161
4262.7,-3.63315
4265.63,-3.63469
4268.55,-3.63624
4271.48,-3.63778
4274.41,-3.63932
4277.34,-3.64086
4280.27,-3.64239
4283.2,-3.64393
4286.13,-3.64546
4289.06,-3.64699
4291.99,-3.64853
4294.92,-3.65005
4297.85,-3.65158
4300.78,-3.65311
4303.71,-3.65464
4306.64,-3.65616
4309.57,-3.65768
4312.5,-3.65921
4315.43,-3.66073
4318.36,-3.66225
4321.29,-3.66376
4324.22,-3.66528
4327.15,-3.6668
4330.08,-3.66831
4333.01,-3.66982
4335.94,-3.67133
4338.87,-3.67285
4341.8,-3.67435
4344.73,-3.67586
4347.66,-3.67737
4350.59,-3.67887
4353.52,-3.68038
4356.45,-3.68188
4359.38,-3.68338
4362.3,-3.68488
4365.23,-3.68638
4368.16,-3.68788
4371.09,-3.68937
4374.02,-3.69087
4376.95,-3.69236
4379.88,-3.69385
4382.81,-3.69534
4385.74,-3.69683
4388.67,-3.69832
4391.6,-3.69981
4394.53,-3.70129
4397.46,-3.70278
4400.39,-3.70426
4403.32,-3.70574
4406.25,-3.70722
4409.18,-3.7087
4412.11,-3.71018
4415.04,-3.71165
4417.97,-3.71313
4420.9,-3.71461
4423.83,-3.71608
4426.76,-3.71755
4429.69,-3.71902
4432.62,-3.72049
4435.55,-3.72196
4438.48,-3.72343
4441.41,-3.72489
4444.34,-3.72636
4447.27,-3.72782
4450.2,-3.72929
4453.13,-3.73074
4456.05,-3.7322
4458.98,-3.73366
4461.91,-3.73512
4464.84,-3.73657
4467.77,-3.73803
4470.7,-3.73948
4473.63,-3.74094
4476.56,-3.74239
4479.49,-3.74384
4482.42,-3.74529
4485.35,-3.74673
4488.28,-3.74818
4491.21,-3.74962
4494.14,-3.75107
4497.07,-3.75251
4500,-3.75395
4502.93,-3.75539
4505.86,-3.75683
4508.79,-3.75827
4511.72,-3.75971
4514.65,-3.76114
4517.58,-3.76258
4520.51,-3.76401
4523.44,-3.76544
4526.37,-3.76687
4529.3,-3.7683
4532.23,-3.76973
4535.16,-3.77116
4538.09,-3.77258
4541.02,-3.77401
4543.95,-3.77543
4546.88,-3.77686
4549.8,-3.77828
4552.73,-3.7797
4555.66,-3.78112
4558.59,-3.78253
4561.52,-3.78395
4564.45,-3.78537
4567.38,-3.78678
4570.31,-3.78819
4573.24,-3.78961
4576.17,-3.79102
4579.1,-3.79243
4582.03,-3.79384
4584.96,-3.79525
4587.89,-3.79665
4590.82,-3.79806
4593.75,-3.79946
4596.68,-3.80087
4599.61,-3.80227
4602.54,-3.80367
4605.47,-3.80507
4608.4,-3.80647
4611.33,-3.80786
4614.26,-3.80926
4617.19,-3.81065
4620.12,-3.81205
4623.05,-3.81344
4625.98,-3.81483
4628.91,-3.81622
4631.84,-3.81762
4634.77,-3.819
4637.7,-3.82039
4640.63,-3.82178
4643.55,-3.82316
4646.48,-3.82455
4649.41,-3.82593
4652.34,-3.82731
4655.27,-3.82869
4658.2,-3.83007
4661.13,-3.83145
4664.06,-3.83283
4666.99,-3.83421
4669.92,-3.83558
4672.85,-3.83695
4675.78,-3.83833
4678.71,-3.8397
4681.64,-3.84107
4684.57,-3.84244
4687.5,-3.84381
4690.43,-3.84518
4693.36,-3.84654
4696.29,-3.84791
4699.22,-3.84928
4702.15,-3.85064
4705.08,-3.852
4708.01,-3.85336
4710.94,-3.85472
4713.87,-3.85608
4716.8,-3.85744
4719.73,-3.8588
4722.66,-3.86016
4725.59,-3.86151
4728.52,-3.86286
4731.45,-3.86421
4734.38,-3.86557
4737.3,-3.86692
4740.23,-3.86827
4743.16,-3.86962
4746.09,-3.87097
4749.02,-3.87231
4751.95,-3.87366
4754.88,-3.875
4757.81,-3.87635
4760.74,-3.87769
4763.67,-3.87903
4766.6,-3.88038
4769.53,-3.88172
4772.46,-3.88305
4775.39,-3.88439
4778.32,-3.88573
4781.25,-3.88706
4784.18,-3.8884
4787.11,-3.88973
4790.04,-3.89106
4792.97,-3.89239
4795.9,-3.89372
4798.83,-3.89505
4801.76,-3.89638
4804.69,-3.89771
4807.62,-3.89903
4810.55,-3.90036
4813.48,-3.90168
4816.41,-3.90301
4819.34,-3.90433
4822.27,-3.90565
4825.2,-3.90697
4828.13,-3.90829
4831.05,-3.90961
4833.98,-3.91093
4836.91,-3.91225
4839.84,-3.91356
4842.77,-3.91487
4845.7,-3.91619
4848.63,-3.9175
4851.56,-3.91881
4854.49,-3.92012
4857.42,-3.92143
4860.35,-3.92274
4863.28,-3.92405
4866.21,-3.92535
4869.14,-3.92666
4872.07,-3.92797
4875,-3.92927
4877.93,-3.93057
4880.86,-3.93187
4883.79,-3.93317
4886.72,-3.93447
4889.65,-3.93577
4892.58,-3.93707
4895.51,-3.93837
4898.44,-3.93966
4901.37,-3.94096
4904.3,-3.94225
4907.23,-3.94355
4910.16,-3.94484
4913.09,-3.94613
4916.02,-3.94742
4918.95,-3.94871
4921.88,-3.95
4924.8,-3.95128
4927.73,-3.95257
4930.66,-3.95386
4933.59,-3.95514
4936.52,-3.95643
4939.45,-3.95771
4942.38,-3.95899
4945.31,-3.96027
4948.24,-3.96155
4951.17,-3.96283
4954.1,-3.96411
4957.03,-3.96539
4959.96,-3.96666
4962.89,-3.96794
4965.82,-3.96921
4968.75,-3.97049
4971.68,-3.97176
4974.61,-3.97303
4977.54,-3.9743
4980.47,-3.97557
4983.4,-3.97684
4986.33,-3.97811
4989.26,-3.97937
4992.19,-3.98064
4995.12,-3.98191
4998.05,-3.98317
5000.98,-3.98443
5003.91,-3.9857
5006.84,-3.98696
5009.77,-3.98822
5012.7,-3.98948
5015.63,-3.99074
5018.55,-3.992
5021.48,-3.99325
5024.41,-3.99451
5027.34,-3.99577
5030.27,-3.99702
5033.2,-3.99827
5036.13,-3.99953
5039.06,-4.00078
5041.99,-4.00203
5044.92,-4.00328
5047.85,-4.00453
5050.78,-4.00578
5053.71,-4.00703
5056.64,-4.00827
5059.57,-4.00952
5062.5,-4.01076
5065.43,-4.01201
5068.36,-4.01325
5071.29,-4.01449
5074.22,-4.01573
5077.15,-4.01697
5080.08,-4.01821
5083.01,-4.01945
5085.94,-4.02069
5088.87,-4.02193
5091.8,-4.02316
5094.73,-4.0244
5097.66,-4.02563
5100.59,-4.02687
5103.52,-4.0281
5106.45,-4.02934
5109.38,-4.03056
5112.3,-4.03179
5115.23,-4.03302
5118.16,-4.03425
5121.09,-4.03548
5124.02,-4.03671
5126.95,-4.03793
5129.88,-4.03916
5132.81,-4.04038
5135.74,-4.0416
5138.67,-4.04283
5141.6,-4.04405
5144.53,-4.04527
5147.46,-4.04649
5150.39,-4.04771
5153.32,-4.04893
5156.25,-4.05015
5159.18,-4.05136
5162.11,-4.05258
5165.04,-4.0538
5167.97,-4.05501
5170.9,-4.05622
5173.83,-4.05744
5176.76,-4.05865
5179.69,-4.05986
5182.62,-4.06107
5185.55,-4.06228
5188.48,-4.06349
5191.41,-4.0647
5194.34,-4.06591
5197.27,-4.06711
5200.2,-4.06832
5203.13,-4.06952
5206.05,-4.07072
5208.98,-4.07193
5211.91,-4.07313
5214.84,-4.07433
5217.77,-4.07553
5220.7,-4.07673
5223.63,-4.07793
5226.56,-4.07913
5229.49,-4.08033
5232.42,-4.08152
5235.35,-4.08272
5238.28,-4.08391
5241.21,-4.08511
5244.14,-4.0863
5247.07,-4.0875
5250,-4.08869
5252.93,-4.08988
5255.86,-4.09107
5258.79,-4.09226
5261.72,-4.09345
5264.65,-4.09464
5267.58,-4.09583
5270.51,-4.09701
5273.44,-4.09819
5276.37,-4.09938
5279.3,-4.10056
5282.23,-4.10175
5285.16,-4.10293
5288.09,-4.10411
5291.02,-4.10529
5293.95,-4.10647
5296.88,-4.10765
5299.8,-4.10883
5302.73,-4.11001
5305.66,-4.11119
5308.59,-4.11236
5311.52,-4.11354
5314.45,-4.11471
5317.38,-4.11589
5320.31,-4.11706
5323.24,-4.11824
5326.17,-4.11941
5329.1,-4.12058
5332.03,-4.12175
5334.96,-4.12292
5337.89,-4.12409
5340.82,-4.12526
5343.75,-4.12642
5346.68,-4.12759
5349.61,-4.12876
5352.54,-4.12992
5355.47,-4.13108
5358.4,-4.13225
5361.33,-4.13341
5364.26,-4.13457
5367.19,-4.13574
5370.12,-4.1369
5373.05,-4.13806
5375.98,-4.13921
5378.91,-4.14038
5381.84,-4.14153
5384.77,-4.14269
5387.7,-4.14385
5390.63,-4.145
5393.55,-4.14616
5396.48,-4.14731
5399.41,-4.14846
5402.34,-4.14962
5405.27,-4.15077
5408.2,-4.15192
5411.13,-4.15307
5414.06,-4.15422
5416.99,-4.15537
5419.92,-4.15652
5422.85,-4.15767
5425.78,-4.15881
5428.71,-4.15996
5431.64,-4.16111
5434.57,-4.16225
5437.5,-4.1634
5440.43,-4.16454
5443.36,-4.16568
5446.29,-4.16682
5449.22,-4.16796
5452.15,-4.16911
5455.08,-4.17025
5458.01,-4.17139
5460.94,-4.17252
5463.87,-4.17366
5466.8,-4.1748
5469.73,-4.17594
5472.66,-4.17707
5475.59,-4.17821
5478.52,-4.17934
5481.45,-4.18048
5484.38,-4.18161
5487.3,-4.18274
5490.23,-4.18387
5493.16,-4.185
5496.09,-4.18613
5499.02,-4.18726
5501.95,-4.18839
5504.88,-4.18952
5507.81,-4.19065
5510.74,-4.19177
5513.67,-4.1929
5516.6,-4.19403
5519.53,-4.19515
5522.46,-4.19627
5525.39,-4.1974
5528.32,-4.19852
5531.25,-4.19964
5534.18,-4.20076
5537.11,-4.20188
5540.04,-4.20301
5542.97,-4.20412
5545.9,-4.20524
5548.83,-4.20636
5551.76,-4.20748
5554.69,-4.2086
5557.62,-4.20971
5560.55,-4.21083
5563.48,-4.21194
5566.41,-4.21306
5569.34,-4.21417
5572.27,-4.21528
5575.2,-4.21639
5578.13,-4.21751
5581.05,-4.21861
5583.98,-4.21973
5586.91,-4.22084
5589.84,-4.22194
5592.77,-4.22305
5595.7,-4.22416
5598.63,-4.22527
5601.56,-4.22637
5604.49,-4.22748
5607.42,-4.22859
5610.35,-4.22969
5613.28,-4.23079
5616.21,-4.23189
5619.14,-4.233
5622.07,-4.2341
5625,-4.2352
5627.93,-4.2363
5630.86,-4.2374
5633.79,-4.2385
5636.72,-4.2396
5639.65,-4.2407
5642.58,-4.2418
5645.51,-4.24289
5648.44,-4.24399
5651.37,-4.24508
5654.3,-4.24618
5657.23,-4.24727
5660.16,-4.24836
5663.09,-4.24946
5666.02,-4.25055
5668.95,-4.25164
5671.88,-4.25273
5674.8,-4.25382
5677.73,-4.25491
5680.66,-4.256
5683.59,-4.25709
5686.52,-4.25818
5689.45,-4.25926
5692.38,-4.26035
5695.31,-4.26144
5698.24,-4.26252
5701.17,-4.26361
5704.1,-4.26469
5707.03,-4.26578
5709.96,-4.26686
5712.89,-4.26794
5715.82,-4.26902
5718.75,-4.2701
5721.68,-4.27118
5724.61,-4.27226
5727.54,-4.27334
5730.47,-4.27442
5733.4,-4.2755
5736.33,-4.27658
5739.26,-4.27765
5742.19,-4.27873
5745.12,-4.27981
5748.05,-4.28088
5750.98,-4.28195
5753.91,-4.28303
5756.84,-4.2841
5759.77,-4.28518
5762.7,-4.28625
5765.63,-4.28732
5768.55,-4.28839
5771.48,-4.28946
5774.41,-4.29053
5777.34,-4.2916
5780.27,-4.29267
5783.2,-4.29373
5786.13,-4.2948
5789.06,-4.29587
5791.99,-4.29694
5794.92,-4.298
5797.85,-4.29907
5800.78,-4.30013
5803.71,-4.3012
5806.64,-4.30226
5809.57,-4.30332
5812.5,-4.30438
5815.43,-4.30544
5818.36,-4.30651
5821.29,-4.30757
5824.22,-4.30863
5827.15,-4.30969
5830.08,-4.31074
5833.01,-4.3118
5835.94,-4.31286
5838.87,-4.31392
5841.8,-4.31497
5844.73,-4.31603
5847.66,-4.31708
5850.59,-4.31814
5853.52,-4.31919
5856.45,-4.32025
5859.38,-4.3213
5862.3,-4.32235
5865.23,-4.3234
5868.16,-4.32446
5871.09,-4.3255
5874.02,-4.32656
5876.95,-4.3276
5879.88,-4.32865
5882.81,-4.3297
5885.74,-4.33075
5888.67,-4.3318
5891.6,-4.33284
5894.53,-4.33389
5897.46,-4.33494
5900.39,-4.33598
5903.32,-4.33702
5906.25,-4.33807
5909.18,-4.33911
5912.11,-4.34015
5915.04,-4.3412
5917.97,-4.34224
5920.9,-4.34328
5923.83,-4.34432
5926.76,-4.34536
5929.69,-4.3464
5932.62,-4.34744
5935.55,-4.34848
5938.48,-4.34952
5941.41,-4.35055
5944.34,-4.35159
5947.27,-4.35263
5950.2,-4.35366
5953.13,-4.3547
5956.05,-4.35574
5958.98,-4.35677
5961.91,-4.3578
5964.84,-4.35884
5967.77,-4.35987
5970.7,-4.3609
5973.63,-4.36193
5976.56,-4.36296
5979.49,-4.364
5982.42,-4.36502
5985.35,-4.36606
5988.28,-4.36708
5991.21,-4.36811
5994.14,-4.36914
5997.07,-4.37017
6000,-4.37119
6002.93,-4.37222
6005.86,-4.37324
6008.79,-4.37427
6011.72,-4.3753
6014.65,-4.37632
6017.58,-4.37734
6020.51,-4.37837
6023.44,-4.37939
6026.37,-4.38041
6029.3,-4.38143
6032.23,-4.38245
6035.16,-4.38347
6038.09,-4.38449
6041.02,-4.38551
6043.95,-4.38653
6046.88,-4.38755
6049.8,-4.38857
6052.73,-4.38959
6055.66,-4.3906
6058.59,-4.39162
6061.52,-4.39264
6064.45,-4.39365
6067.38,-4.39466
6070.31,-4.39568
6073.24,-4.39669
6076.17,-4.39771
6079.1,-4.39872
6082.03,-4.39973
6084.96,-4.40075
6087.89,-4.40176
6090.82,-4.40277
6093.75,-4.40378
6096.68,-4.40479
6099.61,-4.4058
6102.54,-4.40681
6105.47,-4.40781
6108.4,-4.40882
6111.33,-4.40983
6114.26,-4.41084
6117.19,-4.41184
6120.12,-4.41285
6123.05,-4.41385
6125.98,-4.41486
6128.91,-4.41586
6131.84,-4.41687
6134.77,-4.41787
6137.7,-4.41888
6140.63,-4.41988
6143.55,-4.42088
6146.48,-4.42188
6149.41,-4.42288
6152.34,-4.42388
6155.27,-4.42488
6158.2,-4.42588
6161.13,-4.42688
6164.06,-4.42788
6166.99,-4.42888
6169.92,-4.42988
6172.85,-4.43087
6175.78,-4.43187
6178.71,-4.43286
6181.64,-4.43386
6184.57,-4.43485
6187.5,-4.43585
6190.43,-4.43685
6193.36,-4.43784
6196.29,-4.43883
6199.22,-4.43982
6202.15,-4.44082
6205.08,-4.44181
6208.01,-4.4428
6210.94,-4.44379
6213.87,-4.44478
6216.8,-4.44577
6219.73,-4.44676
6222.66,-4.44775
6225.59,-4.44874
6228.52,-4.44973
6231.45,-4.45072
6234.38,-4.4517
6237.3,-4.45269
6240.23,-4.45368
6243.16,-4.45466
6246.09,-4.45565
6249.02,-4.45663
6251.95,-4.45761
6254.88,-4.4586
6257.81,-4.45958
6260.74,-4.46056
6263.67,-4.46155
6266.6,-4.46253
6269.53,-4.46352
6272.46,-4.46449
6275.39,-4.46547
6278.32,-4.46645
6281.25,-4.46744
6284.18,-4.46841
6287.11,-4.46939
6290.04,-4.47037
6292.97,-4.47135
6295.9,-4.47233
6298.83,-4.4733
6301.76,-4.47428
6304.69,-4.47526
6307.62,-4.47623
6310.55,-4.47721
6313.48,-4.47818
6316.41,-4.47916
6319.34,-4.48013
6322.27,-4.48111
6325.2,-4.48208
6328.13,-4.48305
6331.05,-4.48402
6333.98,-4.48499
6336.91,-4.48597
6339.84,-4.48694
6342.77,-4.48791
6345.7,-4.48888
6348.63,-4.48985
6351.56,-4.49082
6354.49,-4.49179
6357.42,-4.49275
6360.35,-4.49372
6363.28,-4.49469
6366.21,-4.49565
6369.14,-4.49662
6372.07,-4.49759
6375,-4.49855
6377.93,-4.49952
6380.86,-4.50048
6383.79,-4.50145
6386.72,-4.50241
6389.65,-4.50337
6392.58,-4.50434
6395.51,-4.5053
6398.44,-4.50626
6401.37,-4.50722
6404.3,-4.50818
6407.23,-4.50915
6410.16,-4.51011
6413.09,-4.51107
6416.02,-4.51203
6418.95,-4.51299
6421.88,-4.51395
6424.8,-4.5149
6427.73,-4.51586
6430.66,-4.51682
6433.59,-4.51777
6436.52,-4.51873
6439.45,-4.51969
6442.38,-4.52064
6445.31,-4.5216
6448.24,-4.52255
6451.17,-4.52351
6454.1,-4.52446
6457.03,-4.52541
6459.96,-4.52637
6462.89,-4.52732
6465.82,-4.52827
6468.75,-4.52923
6471.68,-4.53018
6474.61,-4.53113
6477.54,-4.53208
6480.47,-4.53303
6483.4,-4.53398
6486.33,-4.53493
6489.26,-4.53588
6492.19,-4.53683
6495.12,-4.53778
6498.05,-4.53872
6500.98,-4.53967
6503.91,-4.54062
6506.84,-4.54156
6509.77,-4.54251
6512.7,-4.54346
6515.63,-4.5444
6518.55,-4.54535
6521.48,-4.54629
6524.41,-4.54724
6527.34,-4.54818
6530.27,-4.54912
6533.2,-4.55007
6536.13,-4.55101
6539.06,-4.55195
6541.99,-4.55289
6544.92,-4.55383
6547.85,-4.55478
6550.78,-4.55571
6553.71,-4.55665
6556.64,-4.5576
6559.57,-4.55853
6562.5,-4.55947
6565.43,-4.56041
6568.36,-4.56135
6571.29,-4.56229
6574.22,-4.56323
6577.15,-4.56416
6580.08,-4.5651
6583.01,-4.56603
6585.94,-4.56697
6588.87,-4.56791
6591.8,-4.56884
6594.73,-4.56978
6597.66,-4.57071
6600.59,-4.57164
6603.52,-4.57258
6606.45,-4.57351
6609.38,-4.57444
6612.3,-4.57537
6615.23,-4.57631
6618.16,-4.57724
6621.09,-4.57817
6624.02,-4.5791
6626.95,-4.58003
6629.88,-4.58096
6632.81,-4.58189
6635.74,-4.58282
6638.67,-4.58375
6641.6,-4.58468
6644.53,-4.58561
6647.46,-4.58653
6650.39,-4.58746
6653.32,-4.58839
6656.25,-4.58931
6659.18,-4.59024
6662.11,-4.59117
6665.04,-4.59209
6667.97,-4.59302
6670.9,-4.59394
6673.83,-4.59487
6676.76,-4.59579
6679.69,-4.59671
6682.62,-4.59763
6685.55,-4.59856
6688.48,-4.59948
6691.41,-4.6004
6694.34,-4.60133
6697.27,-4.60224
6700.2,-4.60317
6703.13,-4.60409
6706.05,-4.60501
6708.98,-4.60593
6711.91,-4.60685
6714.84,-4.60777
6717.77,-4.60869
6720.7,-4.6096
6723.63,-4.61052
6726.56,-4.61144
6729.49,-4.61235
6732.42,-4.61327
6735.35,-4.61419
6738.28,-4.6151
6741.21,-4.61602
6744.14,-4.61694
6747.07,-4.61785
6750,-4.61876
6752.93,-4.61968
6755.86,-4.62059
6758.79,-4.62151
6761.72,-4.62242
6764.65,-4.62333
6767.58,-4.62425
6770.51,-4.62516
6773.44,-4.62607
6776.37,-4.62698
6779.3,-4.62789
6782.23,-4.6288
6785.16,-4.62971
6788.09,-4.63062
6791.02,-4.63153
6793.95,-4.63244
6796.88,-4.63335
6799.8,-4.63426
6802.73,-4.63517
6805.66,-4.63607
6808.59,-4.63699
6811.52,-4.63789
6814.45,-4.63879
6817.38,-4.6397
6820.31,-4.64061
6823.24,-4.64152
6826.17,-4.64242
6829.1,-4.64333
6832.03,-4.64423
6834.96,-4.64513
6837.89,-4.64604
6840.82,-4.64694
6843.75,-4.64784
6846.68,-4.64875
6849.61,-4.64965
6852.54,-4.65055
6855.47,-4.65145
6858.4,-4.65236
6861.33,-4.65326
6864.26,-4.65416
6867.19,-4.65506
6870.12,-4.65596
6873.05,-4.65686
6875.98,-4.65775
6878.91,-4.65865
6881.84,-4.65955
6884.77,-4.66045
6887.7,-4.66135
6890.63,-4.66225
6893.55,-4.66315
6896.48,-4.66404
6899.41,-4.66494
6902.34,-4.66583
6905.27,-4.66673
6908.2,-4.66763
6911.13,-4.66852
6914.06,-4.66942
6916.99,-4.67031
6919.92,-4.67121
6922.85,-4.6721
6925.78,-4.67299
6928.71,-4.67389
6931.64,-4.67478
6934.57,-4.67567
6937.5,-4.67656
6940.43,-4.67746
6943.36,-4.67835
6946.29,-4.67924
6949.22,-4.68013
6952.15,-4.68102
6955.08,-4.68191
6958.01,-4.6828
6960.94,-4.68369
6963.87,-4.68458
6966.8,-4.68547
6969.73,-4.68636
6972.66,-4.68725
6975.59,-4.68813
6978.52,-4.68902
6981.45,-4.68991
6984.38,-4.69079
6987.3,-4.69168
6990.23,-4.69257
6993.16,-4.69345
6996.09,-4.69434
6999.02,-4.69522
7001.95,-4.69611
7004.88,-4.69699
7007.81,-4.69788
7010.74,-4.69876
7013.67,-4.69965
7016.6,-4.70053
7019.53,-4.70141
7022.46,-4.7023
7025.39,-4.70318
7028.32,-4.70406
7031.25,-4.70494
7034.18,-4.70582
7037.11,-4.7067
7040.04,-4.70759
7042.97,-4.70846
7045.9,-4.70935
7048.83,-4.71023
7051.76,-4.71111
7054.69,-4.71198
7057.62,-4.71286
7060.55,-4.71374
7063.48,-4.71462
7066.41,-4.7155
7069.34,-4.71638
7072.27,-4.71725
7075.2,-4.71813
7078.13,-4.71901
7081.05,-4.71988
7083.98,-4.72076
7086.91,-4.72163
7089.84,-4.72251
7092.77,-4.72338
7095.7,-4.72426
7098.63,-4.72514
7101.56,-4.72601
7104.49,-4.72688
7107.42,-4.72775
7110.35,-4.72863
7113.28,-4.7295
7116.21,-4.73037
7119.14,-4.73125
7122.07,-4.73211
7125,-4.73299
7127.93,-4.73386
7130.86,-4.73473
7133.79,-4.7356
7136.72,-4.73647
7139.65,-4.73734
7142.58,-4.73821
7145.51,-4.73908
7148.44,-4.73995
7151.37,-4.74082
7154.3,-4.74169
7157.23,-4.74256
7160.16,-4.74343
7163.09,-4.74429
7166.02,-4.74516
7168.95,-4.74603
7171.88,-4.74689
7174.8,-4.74776
7177.73,-4.74863
7180.66,-4.74949
7183.59,-4.75036
7186.52,-4.75122
7189.45,-4.75209
7192.38,-4.75295
7195.31,-4.75382
7198.24,-4.75468
7201.17,-4.75555
7204.1,-4.75641
7207.03,-4.75727
7209.96,-4.75813
7212.89,-4.75899
7215.82,-4.75986
7218.75,-4.76072
7221.68,-4.76158
7224.61,-4.76244
7227.54,-4.7633
7230.47,-4.76416
7233.4,-4.76502
7236.33,-4.76589
7239.26,-4.76675
7242.19,-4.7676
7245.12,-4.76847
7248.05,-4.76933
7250.98,-4.77018
7253.91,-4.77104
7256.84,-4.7719
7259.77,-4.77276
7262.7,-4.77361
7265.63,-4.77447
7268.55,-4.77533
7271.48,-4.77618
7274.41,-4.77704
7277.34,-4.7779
7280.27,-4.77875
7283.2,-4.77961
7286.13,-4.78046
